"hid","dist","upazila","union","gender","res_type1","res_type2","ec1","e2_1","ec2","e2_2","ec3","e2_3","ec4","e2_4","ec5","e2_5","ec6","e2_6","ec7","e2_7","ec8","e2_8","ec9","e2_9","ec10","e2_10","ec11","e2_11","ec12","e2_12","ec13","e2_13","ec14","e2_14","ec15","e2_15","ec16","e2_16","ec17","e2_17","ec18","e2_18","ec19","e2_19","ec20","e2_20","ec21","e2_21","ec22","e2_22","ec23","e2_23","ec24","e2_24","ec25","e2_25","ec26","e2_26","ec27","e2_27","ec28","e2_28","ec29","e2_29","ec30","e2_30","ec31","e2_31","ec32","e2_32","ec33","e2_33","ec34","e2_34","ec35","e2_35","ec36","e2_36","ec37","e2_37","ec38","e2_38","ec39","e2_39","ec40","e2_40","ec41","e2_41","ec42","e2_42","ec43","e2_43","ec44","e2_44","ec45","e2_45","ec46","e2_46","ec47","e2_47","ec48","e2_48","ec49","e2_49","ec50","e2_50","ec51","e2_51","ec52","e2_52","ec53","e2_53","ec54","e2_54","ec55","e2_55","ec56","e2_56","Radio","TV_BW","TV_Col","Computer","Mobile","CDPlayer","Clock_watch","Fan","Iron","SolarPanel","Generator","Bicycle","Rickshaw","TricycleVan","Boat","Motorcycle","Car","Stove","Buckets","Pots","SewingMachine","Bed","Cabinet","Table","Trunk","Net","Saw","Hammer","Spade","Axe","Shovel","Sickle","Weeder","Harrower","Plough","Cow","Goat","Duck","Donkey","PestSprayer","Pushcart","Tiller","HandTubewell","LowLiftPump","ShallowTubewell","ElectricPump","Chicken","Quail","Pigeon","ChargerLight","TorchLight","Buffalo","Refrigerator","DressingTable","SofaSet","Pig"
241,3,7,18,1,4,5,0,0,0,0,3,1,0,0,5,1,0,0,7,2,8,2,9,1,10,1,0,0,0,0,0,0,0,0,0,0,16,1,0,0,18,1,19,10,20,20,0,0,22,2,23,2,24,8,25,1,26,2,27,2,28,1,29,3,30,1,31,1,32,3,33,2,0,0,0,0,36,2,0,0,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,47,2,0,0,0,0,50,3,0,0,0,0,0,0,54,1,55,1,0,0,0,0,1,0,1,0,2,2,1,1,0,0,0,0,0,1,0,1,10,20,0,2,2,8,1,2,2,1,3,1,1,3,2,0,0,2,0,12,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,1,0
242,3,7,18,1,4,6,0,0,0,0,3,1,0,0,5,1,0,0,0,0,8,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,2,20,16,0,0,22,3,23,1,24,2,25,1,0,0,27,1,0,0,29,1,0,0,0,0,32,1,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,2,16,0,3,1,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
243,3,7,18,1,4,6,0,0,2,1,3,1,0,0,5,5,0,0,0,0,8,2,0,0,10,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,18,1,19,3,20,30,0,0,22,6,23,4,24,8,25,3,0,0,27,1,28,3,29,2,30,1,31,1,32,5,33,1,34,1,35,2,36,3,37,1,38,2,0,0,40,1,41,1,0,0,43,1,44,1,0,0,0,0,47,25,0,0,0,0,50,1,0,0,0,0,0,0,54,1,0,0,0,0,0,1,1,0,5,0,0,2,0,1,0,1,0,0,0,0,0,1,3,30,0,6,4,8,3,0,1,3,2,1,1,5,1,1,2,3,1,2,0,1,1,0,1,1,0,0,25,0,0,1,0,0,0,1,0,0
244,3,7,18,2,4,6,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,10,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,18,1,19,3,20,12,0,0,22,3,23,1,24,3,25,2,0,0,0,0,28,3,29,2,30,1,0,0,32,1,0,0,0,0,0,0,36,1,37,2,38,2,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,3,12,0,3,1,3,2,0,0,3,2,1,0,1,0,0,0,1,2,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
245,3,7,18,2,4,5,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,20,12,21,1,22,2,23,1,0,0,0,0,0,0,0,0,0,0,29,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,37,2,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
246,3,7,18,2,4,5,0,0,0,0,3,1,0,0,5,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,2,20,20,0,0,22,3,23,3,24,13,25,3,0,0,0,0,0,0,29,1,30,1,0,0,32,1,0,0,34,1,35,1,36,2,0,0,38,3,0,0,40,1,0,0,0,0,43,1,0,0,0,0,0,0,47,3,0,0,49,12,50,2,51,3,0,0,53,1,0,0,55,1,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,2,20,0,3,3,13,3,0,0,0,1,1,0,1,0,1,1,2,0,3,0,1,0,0,1,0,0,0,3,0,12,2,3,0,1,0,1,0
247,3,7,18,1,4,6,0,0,0,0,3,1,0,0,5,4,0,0,7,1,8,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,19,4,20,20,0,0,22,4,23,6,24,5,0,0,0,0,27,1,28,1,29,1,30,1,0,0,32,1,0,0,34,1,35,2,36,2,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,50,3,51,2,0,0,0,0,54,1,55,1,0,0,0,0,1,0,4,0,1,4,1,0,0,0,0,0,0,0,0,2,4,20,0,4,6,5,0,0,1,1,1,1,0,1,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1,1,0
248,3,7,18,1,4,6,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,2,20,15,0,0,22,2,23,1,24,3,0,0,26,1,0,0,0,0,29,1,0,0,0,0,32,3,0,0,0,0,0,0,36,3,37,1,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,0,2,1,3,0,1,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
249,3,7,18,1,4,7,0,0,0,0,3,1,0,0,5,2,0,0,7,2,8,3,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,19,3,20,16,0,0,22,3,23,2,24,7,25,1,0,0,0,0,0,0,29,1,30,1,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,0,0,0,1,0,0,0,0,0,0,3,16,0,3,2,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
250,3,7,18,2,4,5,0,0,0,0,0,0,0,0,5,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,20,12,0,0,22,2,23,2,24,3,25,1,0,0,0,0,0,0,29,1,30,1,31,1,32,1,0,0,0,0,0,0,36,1,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,2,2,3,1,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
251,3,7,18,2,4,7,0,0,0,0,3,1,0,0,5,2,0,0,7,1,8,1,9,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,19,3,20,25,0,0,22,3,23,4,24,8,0,0,0,0,0,0,0,0,29,1,30,1,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,50,1,51,1,0,0,53,1,54,1,55,1,0,0,0,0,1,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,3,25,0,3,4,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0
252,3,7,18,2,4,6,0,0,0,0,3,1,0,0,5,2,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,1,20,30,0,0,22,2,23,2,0,0,0,0,0,0,0,0,28,1,29,1,30,1,0,0,32,3,0,0,0,0,0,0,36,1,37,1,38,7,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,47,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,30,0,2,2,0,0,0,0,1,1,1,0,3,0,0,0,1,1,7,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0
253,3,6,17,1,4,7,0,0,0,0,3,1,0,0,5,5,0,0,7,2,8,4,9,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,18,1,19,2,20,16,0,0,22,4,23,2,24,12,25,1,0,0,0,0,0,0,29,1,30,1,0,0,32,2,0,0,0,0,35,1,36,2,37,2,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,4,1,0,0,1,0,0,0,0,0,1,2,16,0,4,2,12,1,0,0,0,1,1,0,2,0,0,1,2,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
254,3,6,17,1,4,6,0,0,0,0,3,1,0,0,5,3,0,0,7,2,8,2,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,18,1,19,2,20,10,0,0,22,3,23,1,24,7,25,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,0,0,0,1,0,0,0,0,0,1,2,10,0,3,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
255,3,6,17,1,4,6,0,0,0,0,3,1,4,1,5,4,0,0,7,2,8,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,19,3,20,25,0,0,22,5,23,5,24,12,25,2,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,55,1,0,0,0,0,1,1,4,0,2,6,1,0,0,0,0,0,0,0,0,2,3,25,0,5,5,12,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
256,3,6,17,1,4,6,0,0,0,0,0,0,0,0,5,3,0,0,7,1,8,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,20,18,0,0,22,4,23,2,24,8,25,2,0,0,0,0,0,0,29,1,30,1,31,1,32,1,0,0,0,0,0,0,36,1,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,51,1,0,0,53,1,54,1,55,1,0,0,0,0,0,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,4,18,0,4,2,8,2,0,0,0,1,1,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0
257,3,6,17,1,4,6,0,0,0,0,3,1,0,0,5,1,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,1,20,15,0,0,22,2,23,1,24,3,0,0,0,0,27,1,28,1,0,0,0,0,0,0,0,0,0,0,34,1,0,0,36,2,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,15,0,2,1,3,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,6,17,1,4,6,0,0,0,0,3,1,0,0,5,8,0,0,7,1,8,6,9,1,0,0,0,0,12,1,0,0,0,0,0,0,16,1,0,0,0,0,19,6,20,25,0,0,22,8,23,6,24,12,25,2,0,0,0,0,0,0,29,1,30,1,31,1,0,0,0,0,0,0,0,0,36,3,37,2,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,51,2,52,2,53,1,54,1,55,1,0,0,0,0,1,0,8,0,1,6,1,0,0,1,0,0,0,1,0,0,6,25,0,8,6,12,2,0,0,0,1,1,1,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,1,1,0
259,3,6,17,1,4,7,0,0,0,0,0,0,0,0,5,2,0,0,7,4,8,3,9,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,18,2,19,2,20,12,21,1,22,3,23,2,24,2,0,0,0,0,0,0,28,1,29,1,30,1,0,0,32,2,0,0,34,1,0,0,36,2,37,2,38,3,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,47,8,0,0,0,0,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,1,0,0,1,0,0,0,0,0,2,2,12,1,3,2,2,0,0,0,1,1,1,0,2,0,1,0,2,2,3,0,0,0,0,1,0,0,0,8,0,0,3,0,0,0,0,0,0
260,3,6,17,1,4,6,0,0,0,0,3,1,4,1,5,5,0,0,7,3,8,6,9,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,19,8,20,25,0,0,22,5,23,6,24,7,25,7,0,0,0,0,0,0,29,2,30,1,31,1,32,1,0,0,34,1,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,43,1,44,1,0,0,46,1,0,0,0,0,0,0,50,2,51,3,0,0,53,1,54,2,55,2,0,0,0,0,1,1,5,0,3,6,1,0,0,1,0,0,0,0,0,0,8,25,0,5,6,7,7,0,0,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,3,0,1,2,2,0
261,3,6,17,1,4,6,0,0,2,1,0,0,0,0,5,2,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,20,12,0,0,22,2,23,2,0,0,25,1,0,0,0,0,28,2,29,1,0,0,31,1,0,0,0,0,34,1,35,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,12,0,2,2,0,1,0,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
262,3,6,17,2,4,7,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,22,3,23,1,24,4,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,3,6,17,2,4,6,0,0,0,0,3,1,0,0,5,4,0,0,7,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,19,4,20,16,21,1,22,5,23,10,24,20,0,0,0,0,27,1,28,1,29,2,30,1,0,0,32,3,0,0,34,1,35,2,36,5,37,5,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,47,8,0,0,49,2,50,1,0,0,0,0,0,0,54,2,55,1,0,0,0,0,1,0,4,0,1,4,0,0,0,0,0,0,0,0,0,2,4,16,1,5,10,20,0,0,1,1,2,1,0,3,0,1,2,5,5,0,0,0,0,0,1,0,0,0,8,0,2,1,0,0,0,2,1,0
264,3,6,17,2,4,7,0,0,0,0,3,1,0,0,5,6,0,0,7,1,8,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,19,12,20,38,0,0,22,7,23,6,24,20,25,4,0,0,0,0,28,1,29,3,30,1,0,0,32,5,0,0,34,1,35,2,36,3,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,47,6,0,0,0,0,50,4,51,3,0,0,53,1,54,2,55,2,0,0,0,0,1,0,6,0,1,6,1,0,0,0,0,0,0,0,0,2,12,38,0,7,6,20,4,0,0,1,3,1,0,5,0,1,2,3,0,0,0,0,0,0,1,0,0,0,6,0,0,4,3,0,1,2,2,0
265,3,6,17,1,4,7,0,0,0,0,3,1,0,0,5,2,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,1,20,20,21,1,22,2,23,2,0,0,0,0,0,0,0,0,0,0,29,1,30,1,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,47,4,0,0,0,0,0,0,51,1,0,0,0,0,0,0,55,1,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,20,1,2,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0
266,3,6,17,1,4,7,0,0,2,1,0,0,0,0,5,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,19,2,20,15,0,0,22,2,23,1,24,3,25,1,0,0,0,0,0,0,29,1,0,0,0,0,32,2,33,1,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,15,0,2,1,3,1,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,3,6,17,1,4,6,0,0,0,0,3,1,0,0,5,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,2,20,20,0,0,22,3,23,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,49,6,0,0,51,1,0,0,0,0,54,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,20,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,1,0,0
268,3,6,17,2,4,7,0,0,0,0,0,0,0,0,5,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,1,20,10,0,0,22,2,23,1,24,1,0,0,0,0,27,1,28,1,29,1,30,1,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10,0,2,1,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
269,3,6,17,2,4,7,0,0,0,0,0,0,0,0,5,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,19,1,20,20,0,0,22,1,23,1,24,4,25,1,0,0,0,0,0,0,29,1,30,1,0,0,32,1,33,1,34,1,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,20,0,1,1,4,1,0,0,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,3,6,17,2,4,6,0,0,2,1,0,0,0,0,0,0,0,0,7,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,19,3,20,25,0,0,22,2,23,2,24,4,25,2,26,1,0,0,0,0,29,1,30,1,0,0,32,2,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,3,25,0,2,2,4,2,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,3,6,17,1,4,6,0,0,0,0,0,0,0,0,5,2,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,2,20,10,0,0,22,3,23,1,24,5,25,1,0,0,0,0,0,0,29,1,30,1,0,0,32,3,0,0,34,1,35,2,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,10,0,3,1,5,1,0,0,0,1,1,0,3,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,3,6,17,1,4,6,0,0,0,0,3,1,0,0,5,1,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,2,20,8,0,0,22,3,23,2,24,5,25,1,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,34,1,35,2,36,1,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,8,0,3,2,5,1,0,0,0,1,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,3,6,17,1,4,7,0,0,0,0,3,1,0,0,5,1,0,0,7,7,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,18,1,19,4,20,30,0,0,22,3,23,2,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,65,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,0,0,0,0,1,4,30,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0
274,3,6,17,2,4,7,0,0,0,0,3,1,0,0,5,1,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,19,6,20,20,0,0,22,5,23,4,24,5,0,0,0,0,27,1,28,1,29,1,30,1,31,1,32,1,0,0,0,0,0,0,36,2,0,0,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,0,0,50,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,6,20,0,5,4,5,0,0,1,1,1,1,1,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0
275,3,6,17,2,4,7,0,0,0,0,3,1,0,0,5,2,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,2,20,20,0,0,22,2,23,4,24,9,25,2,0,0,0,0,0,0,0,0,0,0,31,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,47,2,48,2,0,0,0,0,0,0,0,0,0,0,54,1,55,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,20,0,2,4,9,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,1,0
276,3,6,17,2,4,6,0,0,0,0,3,1,0,0,5,2,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,3,20,20,0,0,22,4,23,1,24,4,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,3,20,0,4,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
277,3,6,17,1,4,7,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,22,1,23,1,24,2,0,0,0,0,27,2,28,1,29,1,30,1,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,2,0,0,2,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
